PolicyID,CustomerID,ProductType,SumAssured,AnnualPremium,StartDate,EndDate,TenureMonths,Status,RegionID
5015786,206153,Health,18651.21,554.83,2020-07-20,2021-07-15,12,Active,6123
5015787,200911,Property,122465.28,10334.14,2024-02-25,2025-02-19,12,Active,6057
5015788,207132,PersonalAccident,93376.62,5244.37,2025-05-03,2026-04-28,12,Expired,6074
5015789,201501,Auto,14462.24,1354.07,2020-01-25,2021-01-19,12,Active,6137
5015790,209506,Property,499661.74,50815.84,2020-07-23,2021-07-18,12,Active,6125
5015791,211194,Auto,17686.78,1702.38,2025-06-13,2026-06-08,12,Active,6127
5015792,208501,Health,56152.15,6315.66,2021-07-02,2022-06-27,12,Active,6050
5015793,203600,Auto,29177.8,2298.4,2020-10-30,2021-10-25,12,Active,6019
5015794,214850,Auto,6811.81,762.71,2020-03-03,2021-02-26,12,Lapsed,6132
5015795,206605,Auto,24402.69,852.55,2021-10-02,2022-09-27,12,Active,6195
5015796,214679,SME,38756.35,3417.84,2024-04-19,2025-04-14,12,Lapsed,6010
5015797,202595,Property,487626.61,19080.31,2022-05-13,2023-05-08,12,Active,6138
5015798,203355,PersonalAccident,56172.79,4848.0,2023-08-31,2024-08-25,12,Active,6193
5015799,206801,Auto,21283.1,1346.22,2020-02-21,2021-02-15,12,Active,6123
5015800,211962,SME,207528.87,18431.89,2022-08-28,2023-08-23,12,Active,6038
5015801,213646,Health,74914.11,5996.46,2021-01-07,2022-01-02,12,Active,6067
5015802,200137,Health,33690.02,2440.34,2021-03-28,2022-03-23,12,Active,6014
5015803,202468,Property,325394.56,12492.96,2022-08-21,2023-08-16,12,Expired,6060
5015804,207451,Auto,24149.07,1238.29,2025-01-15,2026-01-10,12,Lapsed,6145
5015805,203304,Health,9852.88,755.41,2021-07-12,2022-07-07,12,Active,6015
5015806,213782,Health,27155.6,1405.93,2020-08-29,2021-08-24,12,Active,6039
5015807,206414,Travel,18249.61,1906.07,2022-01-10,2022-07-09,6,Expired,6205
5015808,212540,Health,17394.82,363.46,2023-03-05,2024-02-28,12,Active,6206
5015809,207366,Auto,26491.69,2138.42,2020-03-09,2021-03-04,12,Active,6051
5015810,213673,Health,43868.68,1062.66,2024-07-31,2025-07-26,12,Active,6123
5015811,208304,Health,63179.03,4823.41,2024-11-15,2025-11-10,12,Active,6031
5015812,213432,Auto,24029.34,1517.52,2023-01-09,2024-01-04,12,Active,6217
5015813,206080,Property,88115.65,10532.21,2020-07-11,2021-07-06,12,Active,6139
5015814,211649,Auto,11980.86,1223.41,2021-06-01,2022-05-27,12,Cancelled,6111
5015815,213539,PersonalAccident,67796.97,3749.44,2022-07-19,2023-07-14,12,Active,6066
5015816,206365,Property,260792.05,25204.38,2023-06-19,2024-06-13,12,Active,6009
5015817,208604,SME,23929.43,735.75,2022-06-24,2023-06-19,12,Expired,6193
5015818,212876,Auto,21306.08,2053.98,2023-07-23,2024-07-17,12,Lapsed,6148
5015819,210864,PersonalAccident,5699.76,564.49,2023-04-15,2024-04-09,12,Active,6023
5015820,202853,Auto,7628.05,662.18,2020-04-25,2021-04-20,12,Expired,6053
5015821,203827,Auto,3814.27,233.1,2023-05-05,2024-04-29,12,Active,6047
5015822,206072,Property,406938.07,39924.25,2022-06-03,2023-05-29,12,Expired,6130
5015823,207034,Health,65673.69,6519.23,2024-04-11,2025-04-06,12,Expired,6131
5015824,200569,Auto,24571.78,2561.4,2023-04-15,2024-04-09,12,Active,6060
5015825,209123,SME,272373.55,12672.98,2022-04-03,2023-03-29,12,Active,6040
5015826,211969,Auto,17241.28,2066.43,2023-06-26,2024-06-20,12,Active,6129
5015827,212562,Auto,5678.96,575.11,2020-01-18,2021-01-12,12,Active,6218
5015828,211786,Health,78297.5,2638.11,2022-04-12,2023-04-07,12,Active,6215
5015829,211489,Auto,10698.71,354.23,2025-06-11,2026-06-06,12,Active,6214
5015830,206651,Health,24275.87,915.7,2021-05-06,2022-05-01,12,Active,6135
5015831,203089,Auto,9976.04,219.0,2020-09-02,2021-08-28,12,Active,6216
5015832,213730,Property,485466.08,21129.35,2021-04-16,2022-04-11,12,Active,6185
5015833,205900,Property,71636.78,4966.63,2024-11-08,2025-11-03,12,Active,6032
5015834,210886,Travel,36716.5,3166.24,2022-10-19,2023-04-17,6,Active,6206
5015835,203961,Auto,10644.2,828.94,2024-03-08,2025-03-03,12,Expired,6192
5015836,203381,Auto,15442.04,742.96,2020-02-25,2021-02-19,12,Active,6158
5015837,203500,Auto,23117.86,2671.42,2020-09-26,2021-09-21,12,Active,6090
5015838,214700,Auto,21351.3,505.17,2022-10-03,2023-09-28,12,Active,6184
5015839,200874,Auto,18230.95,2027.94,2023-05-28,2024-05-22,12,Active,6153
5015840,203747,Property,360789.2,27153.19,2022-07-19,2023-07-14,12,Active,6042
5015841,209394,Auto,26362.7,2824.25,2020-04-29,2021-04-24,12,Active,6018
5015842,213668,Auto,9527.07,990.29,2025-01-02,2025-12-28,12,Active,6163
5015843,201328,Health,67717.1,4401.3,2020-02-14,2021-02-08,12,Active,6217
5015844,202007,Health,5330.95,598.24,2024-04-18,2025-04-13,12,Active,6083
5015845,207531,Health,92654.64,2276.88,2025-06-13,2026-06-08,12,Active,6041
5015846,207695,SME,232834.9,16442.17,2022-09-30,2023-09-25,12,Active,6081
5015847,212217,Auto,7097.3,814.9,2022-01-25,2023-01-20,12,Active,6126
5015848,214155,Health,68672.56,3186.72,2022-04-26,2023-04-21,12,Expired,6202
5015849,213116,PersonalAccident,23816.48,1718.54,2023-09-28,2024-09-22,12,Lapsed,6190
5015850,206707,SME,68331.98,2622.81,2021-12-10,2022-12-05,12,Active,6149
5015851,212316,Auto,5085.45,175.14,2024-11-09,2025-11-04,12,Expired,6042
5015852,203376,Property,363613.46,9413.31,2025-03-24,2026-03-19,12,Active,6015
5015853,210822,Health,70220.51,7518.41,2024-02-26,2025-02-20,12,Active,6134
5015854,207246,SME,156689.32,9396.53,2023-09-30,2024-09-24,12,Active,6213
5015855,209447,PersonalAccident,48889.61,1275.28,2024-08-25,2025-08-20,12,Active,6057
5015856,211382,PersonalAccident,5755.41,144.42,2025-03-28,2026-03-23,12,Active,6191
5015857,201467,Property,413912.94,33695.2,2023-08-31,2024-08-25,12,Active,6090
5015858,207457,Auto,11625.94,943.93,2023-01-06,2024-01-01,12,Active,6142
5015859,211401,Travel,29491.74,1858.34,2021-01-20,2021-07-19,6,Active,6166
5015860,203427,PersonalAccident,90260.62,4675.4,2022-10-09,2023-10-04,12,Active,6024
5015861,206974,Auto,14226.99,929.83,2023-06-20,2024-06-14,12,Active,6109
5015862,206240,SME,247999.22,18164.45,2024-03-24,2025-03-19,12,Active,6193
5015863,208609,PersonalAccident,19215.97,2056.86,2022-05-05,2023-04-30,12,Cancelled,6131
5015864,207218,Health,86642.89,6434.67,2021-03-31,2022-03-26,12,Lapsed,6145
5015865,200271,Auto,16494.47,1733.41,2020-08-04,2021-07-30,12,Active,6199
5015866,211887,Auto,2474.58,174.32,2021-08-10,2022-08-05,12,Active,6011
5015867,200383,Auto,8901.69,361.65,2023-06-22,2024-06-16,12,Expired,6121
5015868,205924,Property,89316.8,5993.64,2024-12-03,2025-11-28,12,Active,6041
5015869,212707,Health,15965.83,993.25,2023-11-20,2024-11-14,12,Active,6200
5015870,207112,PersonalAccident,87206.44,3115.53,2025-08-03,2026-07-29,12,Active,6194
5015871,201929,Health,23729.46,2653.47,2022-12-20,2023-12-15,12,Cancelled,6168
5015872,206105,Auto,3176.64,207.49,2021-05-16,2022-05-11,12,Active,6047
5015873,201758,Property,451667.16,30942.7,2024-07-08,2025-07-03,12,Active,6047
5015874,210929,Property,50084.97,3873.55,2025-06-30,2026-06-25,12,Active,6023
5015875,213668,Health,18135.75,1989.2,2021-11-22,2022-11-17,12,Active,6183
5015876,208338,Auto,6509.14,194.39,2022-03-18,2023-03-13,12,Expired,6165
5015877,208941,PersonalAccident,94997.83,5571.42,2020-04-09,2021-04-04,12,Active,6049
5015878,202711,Auto,5681.03,542.9,2020-12-12,2021-12-07,12,Cancelled,6175
5015879,200019,Health,78016.96,3700.88,2020-05-23,2021-05-18,12,Expired,6017
5015880,207895,Property,101135.59,10962.73,2025-01-23,2026-01-18,12,Active,6210
5015881,213991,Health,41218.02,3994.72,2024-07-24,2025-07-19,12,Expired,6160
5015882,214959,Auto,6424.48,719.5,2023-10-09,2024-10-03,12,Active,6110
5015883,205298,Auto,23498.68,581.17,2020-11-19,2021-11-14,12,Active,6026
5015884,213804,Health,49712.72,5822.19,2020-08-30,2021-08-25,12,Active,6146
5015885,214569,PersonalAccident,89341.67,8989.75,2024-06-17,2025-06-12,12,Active,6066
5015886,206804,Health,8255.19,489.53,2020-08-19,2021-08-14,12,Active,6046
5015887,212126,Auto,14746.26,848.38,2023-07-22,2024-07-16,12,Expired,6041
5015888,203813,Auto,13636.62,1473.8,2025-05-21,2026-05-16,12,Expired,6036
5015889,214466,Health,66809.52,2375.1,2020-06-02,2021-05-28,12,Active,6040
5015890,205276,Auto,9183.09,741.7,2022-09-18,2023-09-13,12,Active,6127
5015891,214105,Auto,22336.78,1681.4,2020-01-06,2020-12-31,12,Active,6126
5015892,203698,Auto,19499.24,910.71,2024-07-01,2025-06-26,12,Active,6100
5015893,205786,Travel,8349.14,683.59,2024-10-28,2025-04-26,6,Active,6074
5015894,205338,Property,200638.53,9938.86,2022-11-06,2023-11-01,12,Active,6148
5015895,208959,Health,34838.79,2059.47,2020-02-06,2021-01-31,12,Expired,6182
5015896,202191,Health,81985.31,2009.28,2023-03-07,2024-03-01,12,Active,6127
5015897,205924,SME,255237.78,18255.13,2021-11-09,2022-11-04,12,Cancelled,6121
5015898,204660,Auto,5539.08,208.07,2020-02-28,2021-02-22,12,Active,6000
5015899,202344,Property,70494.64,4278.76,2024-03-09,2025-03-04,12,Expired,6100
5015900,209466,Auto,16792.16,2014.69,2020-11-17,2021-11-12,12,Active,6209
5015901,206111,Auto,4920.53,538.56,2024-09-09,2025-09-04,12,Expired,6172
5015902,207301,Travel,9700.88,416.21,2023-07-11,2024-01-07,6,Active,6009
5015903,207297,Health,46154.94,4569.32,2024-10-14,2025-10-09,12,Expired,6123
5015904,212938,Health,45423.76,1141.03,2023-04-18,2024-04-12,12,Cancelled,6196
5015905,202633,Property,52949.86,3953.16,2021-08-07,2022-08-02,12,Active,6156
5015906,212420,Auto,16185.06,1776.57,2021-06-16,2022-06-11,12,Cancelled,6130
5015907,204241,Health,17400.69,1091.44,2023-06-29,2024-06-23,12,Expired,6007
5015908,200207,Property,395623.18,23638.64,2022-02-22,2023-02-17,12,Lapsed,6195
5015909,200099,SME,176145.86,18476.03,2024-11-18,2025-11-13,12,Active,6008
5015910,202226,Auto,5539.86,425.76,2024-08-18,2025-08-13,12,Expired,6046
5015911,208550,Property,316039.74,6747.5,2024-12-05,2025-11-30,12,Active,6085
5015912,204343,Property,70896.86,5789.36,2020-10-11,2021-10-06,12,Active,6097
5015913,208106,Health,37795.49,1461.88,2022-08-06,2023-08-01,12,Active,6134
5015914,214430,Travel,14753.5,1249.85,2022-02-12,2022-08-11,6,Expired,6006
5015915,206857,Auto,10413.07,985.4,2023-12-24,2024-12-18,12,Lapsed,6027
5015916,203176,Auto,15437.03,1010.5,2021-12-01,2022-11-26,12,Active,6138
5015917,207089,Auto,18838.3,2129.96,2021-10-06,2022-10-01,12,Active,6169
5015918,204094,PersonalAccident,27487.5,2934.78,2024-03-10,2025-03-05,12,Active,6069
5015919,202722,Health,28618.78,590.52,2024-11-22,2025-11-17,12,Active,6014
5015920,201144,Health,7666.65,580.97,2020-08-07,2021-08-02,12,Cancelled,6055
5015921,200139,Property,104654.63,7758.14,2020-02-10,2021-02-04,12,Active,6193
5015922,206560,Auto,9383.29,672.77,2020-06-02,2021-05-28,12,Lapsed,6013
5015923,204853,Travel,13592.6,667.32,2024-12-28,2025-06-26,6,Active,6140
5015924,206740,Travel,47563.36,3151.69,2021-04-20,2021-10-17,6,Active,6086
5015925,208391,Auto,3877.79,315.1,2024-02-28,2025-02-22,12,Active,6155
5015926,208761,Auto,16654.0,1997.5,2022-04-28,2023-04-23,12,Active,6210
5015927,210931,Health,78479.54,5922.14,2022-05-02,2023-04-27,12,Active,6066
5015928,202200,SME,183869.4,17049.07,2020-10-21,2021-10-16,12,Active,6102
5015929,201525,Auto,10108.53,1135.57,2024-03-24,2025-03-19,12,Active,6015
5015930,205845,Auto,24025.97,1683.98,2021-01-05,2021-12-31,12,Expired,6015
5015931,209275,Health,72971.69,8056.26,2022-07-26,2023-07-21,12,Active,6217
5015932,209472,Health,48590.35,2530.09,2024-05-31,2025-05-26,12,Expired,6084
5015933,202800,Property,245403.29,25609.31,2025-08-27,2026-08-22,12,Lapsed,6015
5015934,203059,Property,158658.57,11584.98,2020-10-02,2021-09-27,12,Expired,6093
5015935,202023,Health,51595.15,1353.26,2023-02-17,2024-02-12,12,Active,6106
5015936,207991,Auto,27972.5,2923.02,2022-12-15,2023-12-10,12,Active,6050
5015937,214680,PersonalAccident,90541.84,4102.26,2020-07-25,2021-07-20,12,Active,6200
5015938,200736,Health,51029.15,5978.39,2024-07-08,2025-07-03,12,Expired,6018
5015939,203572,Health,33453.12,1441.56,2022-01-01,2022-12-27,12,Cancelled,6179
5015940,206430,Property,272028.65,14801.56,2025-04-11,2026-04-06,12,Active,6187
5015941,200735,Property,359800.46,21054.15,2023-07-25,2024-07-19,12,Expired,6041
5015942,207284,Health,77398.9,4160.99,2024-08-13,2025-08-08,12,Active,6075
5015943,202743,Auto,3357.02,224.26,2024-08-09,2025-08-04,12,Active,6035
5015944,203833,Property,420537.42,42252.2,2020-01-28,2021-01-22,12,Expired,6026
5015945,206634,Health,68617.28,7536.22,2023-12-21,2024-12-15,12,Active,6149
5015946,203537,Health,68248.41,1677.59,2021-03-12,2022-03-07,12,Active,6027
5015947,205586,PersonalAccident,51268.58,4322.35,2023-05-15,2024-05-09,12,Active,6077
5015948,213178,Travel,40221.88,1650.35,2025-05-21,2025-11-17,6,Active,6183
5015949,203662,Travel,38864.79,2584.79,2023-12-30,2024-06-27,6,Active,6008
5015950,202861,PersonalAccident,53451.02,4827.92,2020-08-18,2021-08-13,12,Cancelled,6109
5015951,212228,Auto,12815.73,1360.4,2022-07-28,2023-07-23,12,Active,6057
5015952,202484,SME,179081.04,16466.83,2025-02-07,2026-02-02,12,Active,6187
5015953,200058,SME,106895.35,9657.88,2025-02-17,2026-02-12,12,Expired,6028
5015954,208393,Property,207825.08,12181.78,2022-10-13,2023-10-08,12,Active,6052
5015955,212098,Health,61385.01,5452.72,2020-01-17,2021-01-11,12,Active,6146
5015956,202989,Auto,21848.33,522.11,2021-07-13,2022-07-08,12,Active,6078
5015957,205019,Health,77851.69,3643.66,2022-07-08,2023-07-03,12,Active,6172
5015958,210163,Auto,14604.28,777.04,2021-10-30,2022-10-25,12,Active,6099
5015959,212954,Auto,4044.25,376.03,2021-08-15,2022-08-10,12,Active,6211
5015960,200278,Auto,23705.2,2559.81,2024-03-08,2025-03-03,12,Active,6084
5015961,213481,Property,412959.84,48515.71,2025-05-05,2026-04-30,12,Cancelled,6127
5015962,209133,Auto,13720.52,969.25,2022-11-20,2023-11-15,12,Expired,6053
5015963,206911,Health,99813.34,10223.34,2022-05-23,2023-05-18,12,Active,6204
5015964,209484,Property,243904.04,10202.81,2023-02-13,2024-02-08,12,Active,6197
5015965,212412,Auto,23993.53,568.77,2021-06-23,2022-06-18,12,Lapsed,6031
5015966,201741,Health,9110.14,358.33,2023-04-22,2024-04-16,12,Expired,6042
5015967,208661,Health,9588.72,310.5,2020-06-12,2021-06-07,12,Active,6178
5015968,209216,Health,78977.21,8669.7,2024-02-06,2025-01-31,12,Active,6153
5015969,212153,Auto,5035.9,212.1,2023-09-15,2024-09-09,12,Active,6074
5015970,204794,Health,9025.77,824.36,2020-06-29,2021-06-24,12,Cancelled,6165
5015971,213189,Auto,18404.08,1934.94,2020-12-09,2021-12-04,12,Active,6155
5015972,203725,Travel,14712.24,953.1,2025-06-28,2025-12-25,6,Active,6184
5015973,212950,SME,86496.2,9125.87,2020-07-26,2021-07-21,12,Active,6091
5015974,202665,SME,249183.25,25241.33,2020-02-16,2021-02-10,12,Active,6172
5015975,205674,Health,20751.66,523.33,2023-09-14,2024-09-08,12,Lapsed,6125
5015976,211389,Property,247434.67,21598.68,2022-04-26,2023-04-21,12,Active,6203
5015977,209704,Health,77555.18,4154.1,2021-11-25,2022-11-20,12,Active,6185
5015978,212778,Health,9845.52,871.29,2023-02-04,2024-01-30,12,Active,6111
5015979,205749,Travel,40735.81,3519.62,2025-07-23,2026-01-19,6,Active,6103
5015980,209607,Property,374387.32,15074.23,2025-01-17,2026-01-12,12,Active,6219
5015981,203246,Travel,10663.54,797.08,2024-11-01,2025-04-30,6,Active,6093
5015982,208421,Auto,22477.97,1107.9,2025-08-28,2026-08-23,12,Active,6204
5015983,208036,Auto,21661.23,934.99,2023-12-30,2024-12-24,12,Active,6122
5015984,214730,Health,6604.46,575.54,2025-07-10,2026-07-05,12,Active,6181
5015985,211082,Auto,14403.69,1451.22,2023-02-04,2024-01-30,12,Active,6121
5015986,214221,Health,67537.0,3493.13,2024-01-09,2025-01-03,12,Expired,6121
5015987,207158,Health,7379.94,768.49,2021-10-13,2022-10-08,12,Active,6014
5015988,202098,Health,54859.88,5732.41,2022-03-24,2023-03-19,12,Active,6053
5015989,201769,Auto,16530.03,1482.17,2024-03-20,2025-03-15,12,Active,6084
5015990,202548,PersonalAccident,47412.61,1729.45,2025-02-18,2026-02-13,12,Active,6036
5015991,202080,Auto,12860.48,1381.74,2024-07-07,2025-07-02,12,Active,6158
5015992,214539,Auto,22254.43,1676.25,2025-04-16,2026-04-11,12,Cancelled,6051
5015993,213894,Auto,2418.13,217.34,2022-06-07,2023-06-02,12,Expired,6052
5015994,202924,Auto,22582.12,1279.75,2021-11-08,2022-11-03,12,Expired,6072
5015995,203421,Auto,6940.74,334.22,2024-11-19,2025-11-14,12,Expired,6094
5015996,205587,PersonalAccident,84063.36,3169.13,2025-08-23,2026-08-18,12,Expired,6013
5015997,202943,Health,89435.58,6296.74,2020-03-30,2021-03-25,12,Active,6043
5015998,206215,Auto,16293.44,553.34,2024-01-26,2025-01-20,12,Active,6106
5015999,211000,PersonalAccident,17194.83,1665.36,2021-10-24,2022-10-19,12,Active,6028
5016000,204756,Auto,15335.15,1282.27,2023-08-20,2024-08-14,12,Active,6042
5016001,214455,Auto,8330.89,516.06,2022-06-11,2023-06-06,12,Active,6159
5016002,208620,Auto,21000.15,1547.71,2020-11-12,2021-11-07,12,Expired,6163
5016003,200715,Property,395151.31,20642.5,2024-04-05,2025-03-31,12,Expired,6056
5016004,202966,Health,61178.36,3504.08,2025-07-23,2026-07-18,12,Active,6137
5016005,207713,Property,421504.06,13982.99,2024-12-17,2025-12-12,12,Expired,6018
5016006,208087,PersonalAccident,30085.26,1649.85,2025-07-16,2026-07-11,12,Active,6040
5016007,210806,Health,92981.09,7182.39,2021-08-21,2022-08-16,12,Cancelled,6142
5016008,214392,SME,49206.68,4980.05,2024-11-10,2025-11-05,12,Active,6038
5016009,213424,SME,16535.92,1564.93,2024-08-20,2025-08-15,12,Cancelled,6200
5016010,210570,Property,124094.68,11266.85,2022-08-01,2023-07-27,12,Active,6071
5016011,212515,Health,88768.6,6656.67,2025-07-31,2026-07-26,12,Active,6009
5016012,206176,Health,41606.35,4163.34,2023-07-13,2024-07-07,12,Active,6038
5016013,205962,Auto,14707.27,816.29,2021-11-14,2022-11-09,12,Active,6010
5016014,212877,Auto,16645.43,1296.83,2024-11-19,2025-11-14,12,Lapsed,6180
5016015,213675,Auto,17768.57,714.6,2023-06-27,2024-06-21,12,Active,6064
5016016,208090,Health,64702.31,1949.11,2025-04-01,2026-03-27,12,Active,6135
5016017,210806,Auto,13882.96,432.87,2020-08-01,2021-07-27,12,Active,6196
5016018,213729,Health,52110.75,4023.51,2025-07-11,2026-07-06,12,Active,6199
5016019,211178,Property,190652.44,9138.69,2022-04-13,2023-04-08,12,Active,6112
5016020,204377,Health,16760.31,1390.85,2021-10-14,2022-10-09,12,Active,6056
5016021,202974,Travel,46618.85,1101.82,2020-06-14,2020-12-11,6,Active,6109
5016022,201186,Auto,13657.8,539.45,2024-01-12,2025-01-06,12,Active,6206
5016023,211011,Auto,24677.72,1168.35,2023-02-04,2024-01-30,12,Active,6037
5016024,201660,Property,156122.05,12825.2,2024-08-17,2025-08-12,12,Expired,6089
5016025,205000,SME,89121.63,7752.71,2024-12-18,2025-12-13,12,Active,6060
5016026,214540,Health,24927.15,823.15,2022-02-02,2023-01-28,12,Expired,6082
5016027,203897,Auto,23193.88,2249.93,2021-02-17,2022-02-12,12,Active,6213
5016028,209953,Auto,27657.82,1366.08,2022-03-27,2023-03-22,12,Active,6067
5016029,200885,Health,26925.63,1511.14,2023-10-17,2024-10-11,12,Active,6203
5016030,211984,Auto,23498.4,2095.67,2025-05-17,2026-05-12,12,Lapsed,6178
5016031,206079,Property,453662.09,53433.95,2024-11-13,2025-11-08,12,Lapsed,6097
5016032,203699,PersonalAccident,74850.16,4172.43,2020-01-08,2021-01-02,12,Active,6187
5016033,208309,PersonalAccident,36755.41,4018.19,2024-02-27,2025-02-21,12,Active,6095
5016034,209971,Health,70405.7,6164.57,2023-03-06,2024-02-29,12,Expired,6090
5016035,209526,Travel,29412.68,1444.95,2025-08-25,2026-02-21,6,Active,6196
5016036,202757,Auto,8204.12,508.41,2025-03-08,2026-03-03,12,Lapsed,6198
5016037,204212,Property,361954.08,42006.4,2024-09-17,2025-09-12,12,Active,6139
5016038,211039,Property,52015.34,6195.36,2020-04-30,2021-04-25,12,Cancelled,6084
5016039,205747,Travel,9648.67,264.65,2020-03-01,2020-08-28,6,Lapsed,6133
5016040,204415,SME,233767.86,9032.8,2020-06-09,2021-06-04,12,Active,6027
5016041,214474,Auto,4949.65,434.05,2020-03-19,2021-03-14,12,Active,6048
5016042,211401,Health,36356.07,3475.5,2024-07-27,2025-07-22,12,Active,6054
5016043,212171,Property,41849.17,3817.72,2022-10-13,2023-10-08,12,Active,6107
5016044,210939,Auto,2411.54,286.11,2023-10-07,2024-10-01,12,Expired,6153
5016045,200050,Property,128428.64,10245.8,2021-05-10,2022-05-05,12,Active,6192
5016046,214850,Property,94050.95,9888.7,2022-02-04,2023-01-30,12,Active,6091
5016047,203131,Auto,21613.06,480.39,2023-10-03,2024-09-27,12,Active,6090
5016048,206095,Property,266728.86,24278.22,2022-01-05,2022-12-31,12,Active,6008
5016049,200112,Auto,18260.16,2051.06,2020-09-28,2021-09-23,12,Active,6183
5016050,202239,Auto,13187.45,967.23,2023-10-16,2024-10-10,12,Active,6047
5016051,202725,Property,67044.61,3837.78,2025-03-23,2026-03-18,12,Active,6050
5016052,209819,PersonalAccident,44426.97,4886.74,2020-03-03,2021-02-26,12,Active,6096
5016053,208957,Property,440010.95,47445.78,2020-09-26,2021-09-21,12,Cancelled,6140
5016054,201424,Auto,23739.69,1332.36,2021-05-23,2022-05-18,12,Expired,6195
5016055,202791,Auto,24268.95,2333.96,2023-02-27,2024-02-22,12,Active,6106
5016056,211667,Property,133024.34,8755.97,2023-05-10,2024-05-04,12,Active,6219
5016057,214693,Auto,8062.53,456.35,2025-01-11,2026-01-06,12,Active,6062
5016058,201828,Health,57103.32,5048.28,2022-10-13,2023-10-08,12,Lapsed,6153
5016059,205104,Auto,19277.43,480.15,2020-11-01,2021-10-27,12,Active,6129
5016060,205676,Auto,6207.17,301.11,2024-02-17,2025-02-11,12,Active,6083
5016061,200942,SME,39341.44,4225.51,2022-09-03,2023-08-29,12,Active,6171
5016062,210883,Property,146554.03,9959.88,2022-08-04,2023-07-30,12,Lapsed,6124
5016063,208985,Health,27234.06,2589.68,2024-06-02,2025-05-28,12,Active,6024
5016064,205783,Auto,25837.11,689.94,2024-11-04,2025-10-30,12,Cancelled,6088
5016065,205686,Health,66446.46,4790.91,2024-06-28,2025-06-23,12,Cancelled,6201
5016066,203725,Health,99641.87,11405.03,2024-05-20,2025-05-15,12,Active,6082
5016067,202503,Health,64782.06,1640.95,2023-09-10,2024-09-04,12,Cancelled,6036
5016068,207392,Health,62115.68,2442.42,2024-01-28,2025-01-22,12,Cancelled,6207
5016069,212916,Auto,23665.3,2012.47,2021-10-17,2022-10-12,12,Active,6100
5016070,207815,Health,30078.46,3523.0,2022-01-28,2023-01-23,12,Active,6044
5016071,209368,Auto,24555.14,758.0,2021-09-15,2022-09-10,12,Active,6027
5016072,206168,Property,37263.52,3225.64,2025-03-28,2026-03-23,12,Active,6062
5016073,209837,SME,236772.48,13182.41,2020-12-28,2021-12-23,12,Expired,6189
5016074,207653,Health,29660.78,2917.66,2023-03-03,2024-02-26,12,Active,6063
5016075,203442,Auto,25456.97,2769.82,2021-10-29,2022-10-24,12,Expired,6009
5016076,203257,Auto,4404.98,270.37,2020-06-27,2021-06-22,12,Active,6072
5016077,202120,Auto,16188.25,1731.59,2022-09-14,2023-09-09,12,Lapsed,6191
5016078,201389,Property,468205.65,43876.51,2022-09-30,2023-09-25,12,Active,6171
5016079,211461,Auto,18638.79,871.73,2022-08-09,2023-08-04,12,Active,6006
5016080,206130,Property,259736.33,21519.29,2020-04-04,2021-03-30,12,Active,6077
5016081,211497,Auto,17811.09,786.02,2020-12-06,2021-12-01,12,Active,6180
5016082,208783,SME,254791.83,24920.49,2025-06-14,2026-06-09,12,Active,6174
5016083,205499,Health,17785.46,1129.17,2020-07-07,2021-07-02,12,Active,6099
5016084,209340,Health,45858.47,3248.14,2020-06-16,2021-06-11,12,Active,6217
5016085,201789,Property,356765.76,27024.12,2020-04-07,2021-04-02,12,Cancelled,6133
5016086,203777,Travel,49894.94,4854.06,2020-03-07,2020-09-03,6,Active,6170
5016087,207566,Health,36099.16,2721.66,2023-03-06,2024-02-29,12,Active,6048
5016088,203733,PersonalAccident,84955.97,4412.63,2021-09-03,2022-08-29,12,Active,6008
5016089,202326,Property,247024.1,7580.93,2020-12-15,2021-12-10,12,Active,6176
5016090,205520,Health,54037.88,5379.89,2020-02-16,2021-02-10,12,Expired,6101
5016091,212717,Health,64370.77,7624.99,2023-03-31,2024-03-25,12,Expired,6112
5016092,209864,Health,81915.75,3765.21,2025-04-01,2026-03-27,12,Expired,6127
5016093,200545,Property,388644.34,8619.62,2020-04-13,2021-04-08,12,Active,6192
5016094,213859,Auto,23220.3,2522.33,2022-06-02,2023-05-28,12,Active,6121
5016095,209415,Auto,17993.47,1221.58,2021-05-15,2022-05-10,12,Lapsed,6015
5016096,201294,Health,31452.77,1214.6,2024-09-25,2025-09-20,12,Lapsed,6173
5016097,211432,Auto,11704.51,1238.69,2021-05-12,2022-05-07,12,Active,6138
5016098,200289,Health,12561.19,686.85,2023-09-29,2024-09-23,12,Active,6050
5016099,208488,PersonalAccident,49294.17,4420.4,2023-06-18,2024-06-12,12,Active,6021
5016100,211702,Property,415644.8,37403.55,2021-05-04,2022-04-29,12,Lapsed,6154
5016101,205898,Auto,12987.88,1187.5,2022-12-30,2023-12-25,12,Active,6119
5016102,202448,Auto,13650.53,1064.7,2021-12-23,2022-12-18,12,Cancelled,6169
5016103,206516,Health,20626.27,1221.42,2022-08-12,2023-08-07,12,Expired,6090
5016104,201687,Health,5195.41,494.26,2022-09-30,2023-09-25,12,Cancelled,6208
5016105,204397,Health,42195.77,1488.31,2025-05-11,2026-05-06,12,Active,6154
5016106,204225,Auto,2306.12,187.0,2025-02-27,2026-02-22,12,Cancelled,6110
5016107,213099,Property,412096.44,24837.41,2022-08-20,2023-08-15,12,Active,6218
5016108,214845,Health,95314.43,8471.36,2021-03-24,2022-03-19,12,Active,6210
