AlertID,ClaimID,PolicyID,DetectionDate,FraudType,ModelScore,InvestigationStatus,Outcome
12015829,8033524,5022211,2026-06-05,Inflated Repair,0.858,Closed,Confirmed
12015830,8022375,5026062,2023-07-22,Staged Accident,0.321,InProgress,Inconclusive
12015831,8043194,5012809,2021-09-30,Upcoding,0.722,Open,Inconclusive
12015832,8027422,5015718,2021-03-20,Upcoding,0.976,InProgress,Inconclusive
12015833,8042492,5025679,2024-02-04,Duplicate Claim,0.247,Open,NotConfirmed
12015834,8035147,5012406,2023-01-21,Inflated Repair,0.217,InProgress,Confirmed
12015835,8021131,5023394,2022-05-27,Identity Theft,0.903,Open,Inconclusive
12015836,8041675,5024081,2021-10-11,Provider Collusion,0.356,InProgress,Confirmed
12015837,8024537,5004969,2023-09-17,Duplicate Claim,0.641,InProgress,Inconclusive
12015838,8002196,5012862,2020-12-26,Duplicate Claim,0.336,Open,NotConfirmed
12015839,8036633,5015815,2023-04-03,Identity Theft,0.129,InProgress,Inconclusive
12015840,8013874,5013628,2024-04-03,Staged Accident,0.108,InProgress,NotConfirmed
12015841,8038506,5008415,2020-11-13,Staged Accident,0.987,InProgress,NotConfirmed
12015842,8013725,5029560,2022-11-20,Inflated Repair,0.901,Closed,NotConfirmed
12015843,8030878,5004542,2024-07-06,Staged Accident,0.712,Open,Confirmed
12015844,8036140,5027615,2022-11-16,Identity Theft,0.569,InProgress,NotConfirmed
12015845,8033272,5017502,2025-11-21,Identity Theft,0.845,Open,Confirmed
12015846,8039579,5025750,2022-08-18,Inflated Repair,0.422,InProgress,Confirmed
12015847,8020517,5024885,2023-04-06,Staged Accident,0.973,Open,Confirmed
12015848,8025626,5008482,2024-06-30,Duplicate Claim,0.293,InProgress,Inconclusive
12015849,8011834,5024671,2022-08-03,Duplicate Claim,0.465,Open,NotConfirmed
12015850,8012178,5010697,2022-08-06,Staged Accident,0.668,InProgress,Confirmed
12015851,8022151,5023847,2021-11-17,Duplicate Claim,0.943,Open,Confirmed
12015852,8021337,5017607,2023-06-02,Provider Collusion,0.73,Open,NotConfirmed
12015853,8004423,5008082,2020-12-19,Provider Collusion,0.542,InProgress,NotConfirmed
12015854,8033994,5024683,2025-07-23,Inflated Repair,0.417,Open,NotConfirmed
12015855,8043549,5009935,2023-09-24,Duplicate Claim,0.276,Closed,Confirmed
12015856,8016982,5016160,2024-09-06,Upcoding,0.303,InProgress,Inconclusive
12015857,8035196,5019257,2025-08-20,Inflated Repair,0.142,Open,NotConfirmed
12015858,8025911,5019855,2024-02-07,Provider Collusion,0.223,InProgress,Inconclusive
12015859,8010024,5017982,2021-03-27,Provider Collusion,0.401,Open,NotConfirmed
12015860,8016520,5013657,2022-04-20,Inflated Repair,0.239,InProgress,NotConfirmed
12015861,8038316,5013405,2024-11-16,Upcoding,0.775,Open,Inconclusive
12015862,8009578,5000085,2025-02-27,Identity Theft,0.381,Open,Confirmed
12015863,8009334,5001505,2024-11-19,Duplicate Claim,0.305,Closed,Inconclusive
12015864,8044320,5022222,2024-01-28,Inflated Repair,0.731,Closed,NotConfirmed
12015865,8040876,5009576,2022-11-20,Staged Accident,0.269,InProgress,NotConfirmed
12015866,8026981,5002113,2025-02-07,Staged Accident,0.485,Open,Confirmed
12015867,8013589,5002355,2022-08-12,Provider Collusion,0.323,InProgress,NotConfirmed
12015868,8007205,5009716,2025-07-31,Provider Collusion,0.15,Closed,Confirmed
12015869,8001439,5026763,2022-05-07,Duplicate Claim,0.682,Open,Confirmed
12015870,8015130,5008840,2021-04-17,Provider Collusion,0.506,Closed,Inconclusive
12015871,8000994,5000869,2024-02-02,Inflated Repair,0.727,InProgress,NotConfirmed
12015872,8025252,5015538,2024-12-01,Staged Accident,0.45,InProgress,Inconclusive
12015873,8006511,5009385,2026-09-18,Inflated Repair,0.643,InProgress,NotConfirmed
12015874,8042144,5005696,2023-08-17,Upcoding,0.739,Open,Confirmed
12015875,8022032,5010437,2026-03-24,Provider Collusion,0.102,Closed,Inconclusive
12015876,8013187,5017672,2022-08-27,Duplicate Claim,0.65,Closed,NotConfirmed
12015877,8002018,5027370,2021-04-07,Inflated Repair,0.489,InProgress,NotConfirmed
12015878,8039601,5021490,2021-07-02,Inflated Repair,0.326,Closed,NotConfirmed
12015879,8007278,5018492,2020-09-27,Upcoding,0.949,Open,NotConfirmed
12015880,8015109,5029037,2020-10-21,Inflated Repair,0.18,Closed,Inconclusive
12015881,8023010,5003368,2022-08-15,Inflated Repair,0.778,Open,NotConfirmed
12015882,8008207,5007479,2022-03-13,Staged Accident,0.791,Open,Confirmed
12015883,8016553,5025458,2025-08-15,Inflated Repair,0.952,Closed,Confirmed
12015884,8039713,5022835,2023-10-16,Inflated Repair,0.574,InProgress,NotConfirmed
12015885,8043092,5009497,2023-08-10,Provider Collusion,0.522,InProgress,Inconclusive
12015886,8030670,5011335,2022-01-07,Identity Theft,0.812,Closed,NotConfirmed
12015887,8037669,5005898,2022-05-30,Inflated Repair,0.538,InProgress,Inconclusive
12015888,8013324,5008064,2022-04-04,Inflated Repair,0.608,InProgress,NotConfirmed
12015889,8003888,5005380,2022-10-20,Inflated Repair,0.946,InProgress,Inconclusive
12015890,8006230,5000567,2021-06-27,Provider Collusion,0.962,InProgress,NotConfirmed
12015891,8000526,5029430,2025-12-10,Identity Theft,0.11,InProgress,Confirmed
12015892,8009112,5015504,2021-12-16,Inflated Repair,0.683,InProgress,NotConfirmed
12015893,8016213,5018651,2020-10-15,Provider Collusion,0.483,Open,Inconclusive
12015894,8001692,5000500,2023-11-04,Duplicate Claim,0.745,InProgress,Confirmed
12015895,8020580,5001773,2024-06-23,Upcoding,0.238,InProgress,NotConfirmed
12015896,8028521,5003280,2021-04-06,Identity Theft,0.227,Closed,NotConfirmed
12015897,8015758,5006921,2023-11-25,Upcoding,0.376,Open,Confirmed
12015898,8032188,5022923,2023-03-23,Provider Collusion,0.461,Open,Inconclusive
12015899,8033125,5011948,2025-08-09,Provider Collusion,0.476,Open,NotConfirmed
12015900,8003232,5002721,2022-05-13,Staged Accident,0.57,InProgress,NotConfirmed
12015901,8037105,5012925,2021-09-05,Duplicate Claim,0.672,Open,Confirmed
12015902,8031416,5006784,2023-08-15,Staged Accident,0.274,Open,Inconclusive
12015903,8030416,5011368,2022-05-12,Upcoding,0.241,Open,NotConfirmed
12015904,8040455,5001913,2025-10-30,Inflated Repair,0.641,Open,Confirmed
12015905,8037021,5028437,2024-07-05,Identity Theft,0.144,InProgress,Confirmed
12015906,8043556,5023809,2020-10-01,Duplicate Claim,0.152,InProgress,Confirmed
12015907,8011530,5016741,2025-10-20,Staged Accident,0.489,InProgress,Confirmed
12015908,8025239,5003779,2024-09-22,Duplicate Claim,0.622,InProgress,NotConfirmed
12015909,8016590,5020041,2023-09-18,Inflated Repair,0.19,Open,Inconclusive
12015910,8002897,5020135,2025-06-13,Duplicate Claim,0.301,Open,NotConfirmed
12015911,8033022,5024144,2024-10-29,Upcoding,0.55,Open,Inconclusive
12015912,8025785,5008900,2025-01-01,Inflated Repair,0.685,InProgress,Inconclusive
12015913,8030763,5016882,2025-03-19,Inflated Repair,0.394,InProgress,NotConfirmed
12015914,8037760,5016872,2022-12-21,Staged Accident,0.115,Open,NotConfirmed
12015915,8015563,5012927,2020-12-23,Identity Theft,0.228,Open,NotConfirmed
12015916,8026579,5011700,2021-07-06,Duplicate Claim,0.495,Open,Confirmed
12015917,8019188,5004803,2025-10-13,Provider Collusion,0.277,Closed,Confirmed
12015918,8021143,5011235,2025-09-09,Duplicate Claim,0.631,Open,NotConfirmed
12015919,8003012,5024004,2021-09-14,Identity Theft,0.822,InProgress,Confirmed
12015920,8015097,5016023,2023-04-13,Duplicate Claim,0.876,InProgress,Confirmed
12015921,8024861,5027769,2023-12-29,Identity Theft,0.319,InProgress,NotConfirmed
12015922,8043660,5011003,2021-01-23,Provider Collusion,0.931,InProgress,Confirmed
12015923,8016780,5008604,2025-06-25,Staged Accident,0.669,Open,NotConfirmed
12015924,8042901,5020108,2025-08-26,Identity Theft,0.943,Open,Inconclusive
12015925,8018640,5015163,2021-04-27,Identity Theft,0.606,InProgress,NotConfirmed
12015926,8030688,5002031,2022-10-25,Provider Collusion,0.904,InProgress,NotConfirmed
12015927,8021736,5006838,2025-04-19,Inflated Repair,0.208,Open,NotConfirmed
12015928,8000718,5026114,2022-03-31,Inflated Repair,0.288,InProgress,Confirmed
12015929,8029297,5023933,2020-10-19,Duplicate Claim,0.63,Open,Inconclusive
12015930,8030058,5017407,2022-04-22,Inflated Repair,0.283,Open,Confirmed
12015931,8010297,5028480,2023-03-05,Staged Accident,0.223,InProgress,Inconclusive
12015932,8040715,5002156,2025-11-02,Staged Accident,0.683,Closed,NotConfirmed
12015933,8002165,5012975,2024-01-04,Inflated Repair,0.856,Open,Confirmed
12015934,8031369,5006436,2024-01-02,Staged Accident,0.497,InProgress,NotConfirmed
12015935,8037388,5009375,2021-06-18,Inflated Repair,0.842,Open,Inconclusive
12015936,8042050,5023339,2023-12-30,Inflated Repair,0.517,Open,Confirmed
12015937,8034848,5017068,2024-05-29,Duplicate Claim,0.859,Closed,NotConfirmed
12015938,8030264,5017960,2020-11-13,Identity Theft,0.969,Open,Confirmed
12015939,8004281,5016144,2024-09-09,Duplicate Claim,0.161,Open,Confirmed
12015940,8021801,5010186,2023-12-03,Inflated Repair,0.731,InProgress,NotConfirmed
12015941,8017455,5014050,2021-04-06,Duplicate Claim,0.574,Open,Confirmed
12015942,8039051,5003128,2025-11-05,Inflated Repair,0.639,InProgress,Inconclusive
12015943,8018286,5028309,2024-01-03,Duplicate Claim,0.728,InProgress,Confirmed
12015944,8021614,5000996,2022-08-06,Staged Accident,0.605,Open,Confirmed
12015945,8023638,5006201,2024-01-31,Provider Collusion,0.647,Closed,Confirmed
12015946,8042237,5016351,2024-10-26,Provider Collusion,0.458,Open,Confirmed
12015947,8035246,5011369,2023-06-21,Inflated Repair,0.549,InProgress,Confirmed
12015948,8033402,5027181,2023-07-28,Staged Accident,0.53,InProgress,Inconclusive
12015949,8014425,5000513,2024-09-07,Provider Collusion,0.221,InProgress,Confirmed
12015950,8024513,5026052,2024-09-27,Staged Accident,0.682,Closed,NotConfirmed
12015951,8040328,5018999,2025-01-24,Inflated Repair,0.813,InProgress,NotConfirmed
12015952,8021684,5024888,2022-04-21,Staged Accident,0.803,InProgress,NotConfirmed
12015953,8038491,5004496,2025-10-10,Provider Collusion,0.51,Closed,NotConfirmed
12015954,8003057,5017477,2020-12-11,Identity Theft,0.332,Open,NotConfirmed
12015955,8016263,5004911,2022-03-21,Identity Theft,0.432,InProgress,NotConfirmed
12015956,8040980,5002408,2022-09-19,Duplicate Claim,0.548,InProgress,Inconclusive
12015957,8015808,5015553,2023-05-07,Staged Accident,0.35,InProgress,NotConfirmed
12015958,8017609,5012591,2021-11-17,Staged Accident,0.898,Open,Inconclusive
12015959,8006254,5028400,2023-03-22,Upcoding,0.844,Open,NotConfirmed
12015960,8038024,5026433,2026-04-14,Duplicate Claim,0.613,InProgress,Inconclusive
12015961,8003573,5013279,2022-11-19,Provider Collusion,0.638,Open,NotConfirmed
12015962,8024415,5005313,2023-09-01,Inflated Repair,0.952,Open,NotConfirmed
12015963,8018132,5006820,2021-08-10,Identity Theft,0.763,Open,NotConfirmed
12015964,8021678,5020222,2025-01-17,Identity Theft,0.125,InProgress,NotConfirmed
12015965,8013845,5026158,2022-06-20,Duplicate Claim,0.875,Open,Inconclusive
12015966,8015688,5006458,2024-09-27,Staged Accident,0.19,Open,NotConfirmed
12015967,8029337,5029717,2021-02-26,Staged Accident,0.357,InProgress,Confirmed
12015968,8025082,5010450,2022-08-22,Staged Accident,0.815,InProgress,NotConfirmed
12015969,8017953,5014105,2025-07-14,Inflated Repair,0.438,Closed,NotConfirmed
12015970,8020966,5003581,2022-03-08,Provider Collusion,0.736,Closed,NotConfirmed
12015971,8041918,5020519,2025-04-24,Upcoding,0.829,Open,Confirmed
12015972,8044362,5018450,2024-07-02,Upcoding,0.951,Open,NotConfirmed
12015973,8004182,5022410,2024-12-25,Provider Collusion,0.967,InProgress,Confirmed
12015974,8020744,5012992,2022-07-07,Staged Accident,0.394,InProgress,Inconclusive
12015975,8016383,5011065,2022-05-29,Identity Theft,0.904,Open,Inconclusive
12015976,8042858,5021504,2025-05-22,Duplicate Claim,0.582,Open,NotConfirmed
12015977,8012214,5023860,2024-01-04,Inflated Repair,0.647,Open,Confirmed
12015978,8001733,5021711,2022-12-21,Provider Collusion,0.86,Closed,Confirmed
12015979,8041342,5016230,2025-05-26,Identity Theft,0.645,Closed,NotConfirmed
12015980,8040586,5016192,2020-02-13,Inflated Repair,0.138,Open,NotConfirmed
12015981,8019217,5023616,2025-04-26,Staged Accident,0.659,Open,NotConfirmed
12015982,8021387,5004507,2024-05-06,Identity Theft,0.166,Closed,NotConfirmed
12015983,8012195,5013657,2022-04-26,Provider Collusion,0.703,Open,NotConfirmed
12015984,8016653,5015632,2023-08-26,Inflated Repair,0.435,Open,Confirmed
12015985,8027101,5012148,2025-10-11,Provider Collusion,0.444,Open,NotConfirmed
12015986,8016983,5008325,2024-08-10,Inflated Repair,0.482,Open,Confirmed
12015987,8011726,5025063,2022-07-08,Provider Collusion,0.706,Closed,NotConfirmed
12015988,8026908,5012408,2024-07-17,Identity Theft,0.145,Closed,Confirmed
12015989,8015298,5021961,2020-08-24,Staged Accident,0.715,Closed,NotConfirmed
12015990,8002410,5029713,2025-11-17,Inflated Repair,0.728,Open,NotConfirmed
12015991,8001637,5000584,2022-09-26,Identity Theft,0.532,Open,NotConfirmed
12015992,8013373,5020375,2023-08-01,Provider Collusion,0.254,InProgress,NotConfirmed
12015993,8019534,5028374,2021-10-31,Provider Collusion,0.141,InProgress,Confirmed
12015994,8030167,5013221,2024-12-05,Provider Collusion,0.205,Open,NotConfirmed
12015995,8026868,5020094,2020-10-21,Identity Theft,0.449,Closed,NotConfirmed
12015996,8043031,5019561,2021-09-26,Staged Accident,0.665,InProgress,Confirmed
12015997,8040850,5012155,2023-08-30,Identity Theft,0.954,Open,Confirmed
12015998,8026759,5003643,2025-10-06,Staged Accident,0.317,Open,NotConfirmed
12015999,8001184,5015371,2024-09-13,Duplicate Claim,0.246,Closed,NotConfirmed
12016000,8010448,5027310,2025-03-05,Provider Collusion,0.61,Open,Confirmed
12016001,8032066,5028694,2022-10-03,Inflated Repair,0.956,Closed,Confirmed
12016002,8007348,5019496,2023-12-26,Duplicate Claim,0.265,Open,Confirmed
12016003,8001315,5022621,2021-02-27,Provider Collusion,0.359,Open,Confirmed
12016004,8017432,5009322,2024-08-04,Identity Theft,0.904,Open,Inconclusive
12016005,8040623,5001800,2025-08-14,Inflated Repair,0.813,Open,Confirmed
12016006,8033039,5014942,2026-01-05,Identity Theft,0.499,InProgress,NotConfirmed
12016007,8038231,5022180,2021-03-26,Staged Accident,0.672,InProgress,Confirmed
12016008,8007895,5027426,2022-10-23,Staged Accident,0.644,Open,NotConfirmed
12016009,8010876,5025080,2025-03-21,Inflated Repair,0.332,Open,NotConfirmed
12016010,8036102,5028731,2024-02-23,Staged Accident,0.917,InProgress,Confirmed
12016011,8015865,5011023,2021-04-03,Identity Theft,0.451,Closed,Confirmed
12016012,8030249,5009811,2021-09-17,Identity Theft,0.966,Open,NotConfirmed
12016013,8010938,5018432,2022-11-04,Staged Accident,0.92,InProgress,Confirmed
12016014,8013433,5017781,2024-06-07,Inflated Repair,0.452,Open,Confirmed
12016015,8042643,5027494,2023-02-14,Inflated Repair,0.688,InProgress,Confirmed
12016016,8006170,5005925,2023-11-30,Duplicate Claim,0.639,InProgress,NotConfirmed
12016017,8023156,5014382,2024-03-10,Inflated Repair,0.578,InProgress,Inconclusive
12016018,8015159,5004144,2022-04-24,Duplicate Claim,0.175,Open,Confirmed
12016019,8010404,5023040,2020-12-01,Staged Accident,0.447,InProgress,Inconclusive
12016020,8021710,5012534,2022-11-20,Staged Accident,0.69,Open,NotConfirmed
12016021,8030153,5007923,2024-02-20,Staged Accident,0.588,InProgress,NotConfirmed
12016022,8005015,5005728,2024-08-03,Inflated Repair,0.837,Open,NotConfirmed
12016023,8026384,5019643,2024-01-13,Provider Collusion,0.224,Closed,NotConfirmed
12016024,8027809,5008553,2021-09-22,Inflated Repair,0.941,Closed,NotConfirmed
12016025,8017752,5002879,2023-02-22,Provider Collusion,0.872,Open,Confirmed
12016026,8034626,5000610,2021-04-26,Identity Theft,0.631,Open,NotConfirmed
12016027,8019300,5020879,2021-12-25,Inflated Repair,0.155,InProgress,NotConfirmed
12016028,8033765,5014731,2023-06-17,Identity Theft,0.276,InProgress,NotConfirmed
12016029,8000777,5015220,2023-08-10,Duplicate Claim,0.618,Open,NotConfirmed
12016030,8037909,5015298,2020-09-20,Provider Collusion,0.561,Open,Inconclusive
12016031,8008789,5010663,2025-11-06,Provider Collusion,0.561,Open,Inconclusive
12016032,8003382,5008073,2025-05-06,Provider Collusion,0.94,InProgress,NotConfirmed
12016033,8042379,5011453,2022-11-20,Duplicate Claim,0.7,Closed,NotConfirmed
12016034,8009076,5025967,2026-01-12,Identity Theft,0.631,Open,Confirmed
12016035,8025081,5010534,2023-04-25,Identity Theft,0.498,Open,Inconclusive
12016036,8032592,5001916,2021-01-09,Staged Accident,0.842,InProgress,NotConfirmed
12016037,8015965,5007953,2021-11-29,Provider Collusion,0.355,Open,NotConfirmed
12016038,8026145,5001051,2023-08-09,Upcoding,0.455,InProgress,NotConfirmed
12016039,8029655,5013902,2022-06-20,Duplicate Claim,0.927,InProgress,NotConfirmed
12016040,8004982,5000052,2023-08-25,Inflated Repair,0.667,Open,Inconclusive
12016041,8007173,5005495,2023-07-05,Staged Accident,0.619,InProgress,Inconclusive
12016042,8031350,5014390,2025-09-12,Identity Theft,0.698,Open,Confirmed
12016043,8035393,5006369,2026-06-09,Identity Theft,0.225,Open,NotConfirmed
12016044,8003491,5021980,2020-07-12,Duplicate Claim,0.682,Closed,Inconclusive
12016045,8035361,5027332,2023-02-25,Staged Accident,0.597,InProgress,Confirmed
12016046,8037818,5000440,2026-01-22,Duplicate Claim,0.412,InProgress,Confirmed
12016047,8015926,5012916,2025-11-09,Provider Collusion,0.984,Open,Confirmed
12016048,8015858,5009168,2021-01-21,Identity Theft,0.745,Closed,Confirmed
12016049,8026633,5016369,2025-06-11,Duplicate Claim,0.555,InProgress,NotConfirmed
12016050,8005932,5025048,2024-04-03,Inflated Repair,0.908,InProgress,NotConfirmed
12016051,8000940,5027664,2023-04-04,Inflated Repair,0.597,Open,Inconclusive
12016052,8029018,5023837,2024-08-29,Staged Accident,0.359,InProgress,Inconclusive
12016053,8020313,5011204,2024-05-02,Inflated Repair,0.891,InProgress,Confirmed
12016054,8004404,5019122,2023-11-22,Upcoding,0.435,Closed,NotConfirmed
12016055,8030082,5027156,2023-09-21,Staged Accident,0.712,InProgress,Inconclusive
12016056,8027360,5011284,2020-11-23,Staged Accident,0.792,Open,NotConfirmed
12016057,8000838,5013548,2021-04-18,Inflated Repair,0.936,Open,NotConfirmed
12016058,8041534,5009499,2025-08-15,Inflated Repair,0.815,Closed,Confirmed
12016059,8028139,5011007,2021-11-25,Inflated Repair,0.461,Closed,Confirmed
12016060,8038169,5015419,2025-06-06,Staged Accident,0.13,Open,NotConfirmed
12016061,8017137,5003175,2025-10-20,Staged Accident,0.929,Closed,NotConfirmed
12016062,8034630,5019667,2024-11-27,Provider Collusion,0.534,InProgress,Inconclusive
12016063,8032182,5019197,2023-09-12,Inflated Repair,0.658,Open,NotConfirmed
12016064,8013251,5016207,2024-06-03,Identity Theft,0.395,Open,Confirmed
12016065,8016560,5003631,2022-03-23,Staged Accident,0.576,Open,NotConfirmed
12016066,8011782,5014662,2022-08-03,Upcoding,0.793,Open,Confirmed
12016067,8022112,5029456,2023-12-02,Inflated Repair,0.43,Closed,Inconclusive
12016068,8004321,5001176,2021-12-23,Upcoding,0.294,Open,NotConfirmed
12016069,8034207,5019595,2022-12-05,Staged Accident,0.411,Open,Confirmed
12016070,8030896,5022231,2024-11-01,Provider Collusion,0.824,InProgress,NotConfirmed
12016071,8035121,5009531,2024-08-09,Inflated Repair,0.858,Open,Confirmed
12016072,8035954,5015230,2025-05-27,Identity Theft,0.771,InProgress,NotConfirmed
12016073,8040102,5001941,2025-03-05,Inflated Repair,0.469,Open,Confirmed
12016074,8019487,5019055,2024-12-14,Inflated Repair,0.569,InProgress,Confirmed
12016075,8032382,5017264,2021-01-29,Duplicate Claim,0.448,InProgress,NotConfirmed
12016076,8021884,5009529,2025-01-12,Provider Collusion,0.64,InProgress,Confirmed
12016077,8026124,5021508,2024-07-21,Upcoding,0.469,Open,NotConfirmed
12016078,8028900,5001313,2022-12-12,Duplicate Claim,0.208,InProgress,NotConfirmed
12016079,8039364,5009382,2020-04-29,Inflated Repair,0.254,Open,Confirmed
12016080,8038207,5000090,2023-12-28,Staged Accident,0.532,Closed,NotConfirmed
12016081,8007224,5006071,2020-07-05,Inflated Repair,0.651,Open,Confirmed
12016082,8026583,5012921,2024-10-29,Staged Accident,0.243,Open,Confirmed
12016083,8038710,5007630,2024-06-15,Identity Theft,0.476,Closed,Confirmed
12016084,8003177,5006803,2024-01-12,Identity Theft,0.86,Open,NotConfirmed
12016085,8034766,5017957,2021-11-27,Provider Collusion,0.274,Open,Inconclusive
12016086,8027862,5014764,2025-01-07,Staged Accident,0.875,Closed,Confirmed
12016087,8041849,5021118,2021-12-31,Inflated Repair,0.171,Open,NotConfirmed
12016088,8019655,5005448,2025-02-03,Duplicate Claim,0.574,Closed,Inconclusive
12016089,8006062,5019842,2025-04-20,Provider Collusion,0.174,Open,NotConfirmed
12016090,8033602,5007519,2021-06-01,Inflated Repair,0.539,Open,NotConfirmed
12016091,8000447,5017001,2021-11-05,Duplicate Claim,0.212,Open,NotConfirmed
12016092,8043744,5001495,2023-04-11,Duplicate Claim,0.98,InProgress,NotConfirmed
12016093,8029040,5015320,2021-09-18,Inflated Repair,0.429,Open,NotConfirmed
12016094,8020350,5025972,2024-02-02,Identity Theft,0.539,Closed,NotConfirmed
12016095,8043473,5029144,2024-07-17,Inflated Repair,0.291,InProgress,NotConfirmed
12016096,8020810,5008636,2021-07-08,Staged Accident,0.915,Closed,Confirmed
12016097,8020005,5024573,2021-01-21,Staged Accident,0.442,InProgress,Inconclusive
12016098,8034395,5027090,2022-03-07,Inflated Repair,0.38,InProgress,NotConfirmed
12016099,8036646,5002112,2022-08-26,Duplicate Claim,0.603,Open,Inconclusive
12016100,8036506,5000056,2025-02-17,Duplicate Claim,0.235,Closed,Inconclusive
12016101,8022538,5017004,2024-05-30,Provider Collusion,0.189,Open,NotConfirmed
12016102,8007609,5029031,2022-08-05,Provider Collusion,0.439,InProgress,NotConfirmed
12016103,8011283,5029614,2025-04-28,Staged Accident,0.971,Open,Confirmed
12016104,8028919,5024974,2020-07-18,Provider Collusion,0.405,Open,Confirmed
12016105,8012893,5005032,2021-08-18,Provider Collusion,0.359,Closed,NotConfirmed
12016106,8018002,5007616,2024-09-23,Identity Theft,0.309,Open,NotConfirmed
12016107,8015886,5021575,2024-04-25,Inflated Repair,0.632,Closed,NotConfirmed
12016108,8044898,5014092,2021-03-18,Inflated Repair,0.119,Open,Confirmed
12016109,8019048,5001529,2021-10-28,Identity Theft,0.568,InProgress,NotConfirmed
12016110,8002125,5024025,2022-08-23,Inflated Repair,0.652,Closed,NotConfirmed
12016111,8038564,5004352,2024-08-07,Staged Accident,0.772,Closed,NotConfirmed
12016112,8035343,5010274,2025-02-09,Provider Collusion,0.342,InProgress,NotConfirmed
12016113,8002748,5028499,2022-02-12,Duplicate Claim,0.846,InProgress,NotConfirmed
12016114,8008127,5026650,2025-07-03,Provider Collusion,0.168,Closed,NotConfirmed
12016115,8042222,5026951,2020-03-21,Inflated Repair,0.942,Closed,NotConfirmed
12016116,8033164,5028425,2021-12-09,Duplicate Claim,0.147,Closed,NotConfirmed
12016117,8026875,5009277,2025-11-09,Duplicate Claim,0.691,Open,Inconclusive
12016118,8014012,5002220,2025-03-19,Duplicate Claim,0.377,Closed,NotConfirmed
12016119,8027312,5003000,2022-10-14,Inflated Repair,0.877,InProgress,Inconclusive
12016120,8010193,5019589,2023-10-02,Duplicate Claim,0.633,InProgress,Confirmed
12016121,8031946,5001846,2026-04-28,Provider Collusion,0.886,Open,NotConfirmed
12016122,8021746,5004962,2026-05-05,Provider Collusion,0.263,Closed,Confirmed
12016123,8012749,5003014,2021-01-20,Staged Accident,0.324,Open,Confirmed
12016124,8031295,5004180,2023-05-20,Staged Accident,0.694,InProgress,Confirmed
12016125,8028936,5004361,2020-10-03,Duplicate Claim,0.443,Closed,NotConfirmed
12016126,8043512,5004630,2023-05-03,Staged Accident,0.125,Closed,NotConfirmed
12016127,8035475,5019021,2024-09-24,Provider Collusion,0.743,InProgress,Confirmed
12016128,8023135,5006698,2023-09-20,Staged Accident,0.442,InProgress,NotConfirmed
12016129,8031061,5026220,2025-01-04,Staged Accident,0.21,Open,Confirmed
12016130,8013092,5012835,2021-08-24,Upcoding,0.457,Open,Inconclusive
12016131,8038034,5029238,2023-03-17,Duplicate Claim,0.16,Open,NotConfirmed
12016132,8034733,5017108,2020-07-05,Duplicate Claim,0.741,Open,NotConfirmed
12016133,8027759,5014069,2024-10-03,Inflated Repair,0.277,Open,NotConfirmed
12016134,8022338,5018019,2021-08-25,Inflated Repair,0.977,InProgress,Confirmed
12016135,8038149,5022342,2023-12-16,Provider Collusion,0.798,Open,NotConfirmed
12016136,8026926,5011834,2024-07-18,Upcoding,0.277,Open,Confirmed
12016137,8007294,5026851,2022-07-31,Duplicate Claim,0.632,InProgress,Inconclusive
12016138,8033965,5013920,2020-10-08,Duplicate Claim,0.309,Open,Confirmed
12016139,8007998,5021547,2023-02-05,Duplicate Claim,0.755,Open,Inconclusive
12016140,8041106,5004281,2021-12-31,Identity Theft,0.613,Open,Inconclusive
12016141,8024203,5001276,2021-10-28,Provider Collusion,0.294,InProgress,Inconclusive
12016142,8023978,5004551,2020-11-24,Duplicate Claim,0.877,Open,Inconclusive
12016143,8014278,5016927,2023-01-13,Provider Collusion,0.209,InProgress,Confirmed
12016144,8026996,5020307,2024-04-07,Provider Collusion,0.594,Open,Confirmed
12016145,8011274,5022868,2023-07-08,Inflated Repair,0.297,Open,NotConfirmed
12016146,8008497,5024364,2024-09-03,Staged Accident,0.21,Open,NotConfirmed
12016147,8041721,5000403,2020-10-25,Inflated Repair,0.363,Open,Confirmed
12016148,8012412,5007130,2025-01-04,Inflated Repair,0.752,Closed,Inconclusive
12016149,8005886,5027172,2026-03-25,Staged Accident,0.67,Closed,NotConfirmed
12016150,8013011,5014846,2022-08-09,Provider Collusion,0.408,InProgress,Confirmed
12016151,8005372,5006936,2025-05-04,Inflated Repair,0.79,Open,Inconclusive
12016152,8024489,5008881,2022-08-27,Staged Accident,0.7,Closed,Confirmed
12016153,8011603,5007941,2024-01-12,Staged Accident,0.882,Open,Inconclusive
12016154,8034654,5028134,2022-07-13,Upcoding,0.385,InProgress,NotConfirmed
12016155,8016461,5029147,2025-03-10,Inflated Repair,0.196,Open,Inconclusive
12016156,8028415,5007154,2024-09-04,Identity Theft,0.801,Closed,NotConfirmed
12016157,8023932,5018435,2022-11-13,Staged Accident,0.354,InProgress,Confirmed
12016158,8001735,5012104,2022-06-21,Provider Collusion,0.471,Closed,Confirmed
12016159,8040308,5002657,2021-12-25,Inflated Repair,0.5,Open,NotConfirmed
12016160,8020509,5012933,2021-07-12,Duplicate Claim,0.698,Open,NotConfirmed
12016161,8000896,5002302,2021-01-12,Provider Collusion,0.892,Open,NotConfirmed
12016162,8011064,5001789,2023-02-04,Identity Theft,0.102,InProgress,NotConfirmed
